image,source_image,width,height,box_count,has_transcription,source_bytes,output_bytes,frame_transform
image_0346.jpg,image_0346.jpeg,1200,1600,1,1,3357810,253220,raw
image_0347.jpg,image_0347.jpeg,1200,1600,1,1,2819243,210712,raw
image_0348.jpg,image_0348.jpeg,1200,1600,1,1,3135192,217153,raw
image_0349.jpg,image_0349.jpeg,1200,1600,1,1,3670666,351449,raw
image_0350.jpg,image_0350.jpeg,1200,1600,1,1,3579071,316142,raw
image_0351.jpg,image_0351.jpeg,1200,1600,1,1,2921939,299183,raw
image_0352.jpg,image_0352.jpeg,1200,1600,1,1,3041118,282955,raw
image_0353.jpg,image_0353.jpeg,1200,1600,1,1,3129828,323760,raw
image_0354.jpg,image_0354.jpeg,1200,1600,1,1,3338269,343257,raw
image_0355.jpg,image_0355.jpeg,1200,1600,1,1,2902861,267567,raw
image_0356.jpg,image_0356.jpeg,1200,1600,1,1,2928911,248751,raw
image_0357.jpg,image_0357.jpeg,1200,1600,1,1,3356612,304918,raw
image_0358.jpg,image_0358.jpeg,1200,1600,1,1,3146770,287122,raw
image_0359.jpg,image_0359.jpeg,1200,1600,1,1,3579802,340475,raw
image_0360.jpg,image_0360.jpeg,1200,1600,1,1,3819559,355741,raw
image_0361.jpg,image_0361.jpeg,1200,1600,1,1,3862028,367871,raw
image_0362.jpg,image_0362.jpeg,1200,1600,1,1,4356224,406588,raw
image_0363.jpg,image_0363.jpeg,1200,1600,1,1,3650986,400475,raw
image_0364.jpg,image_0364.jpeg,1200,1600,1,1,3131920,327763,raw
image_0365.jpg,image_0365.jpeg,1200,1600,1,1,3136016,305584,raw
image_0366.jpg,image_0366.jpeg,1200,1600,1,1,3419030,313823,raw
image_0367.jpg,image_0367.jpeg,1200,1600,1,1,2846726,258265,raw
image_0368.jpg,image_0368.jpeg,1200,1600,1,1,2898180,266862,raw
image_0369.jpg,image_0369.jpeg,1200,1600,1,1,2878170,283857,raw
image_0370.jpg,image_0370.jpeg,1200,1600,1,1,3176737,321053,raw
image_0371.jpg,image_0371.jpeg,1200,1600,1,1,3090496,324599,raw
image_0372.jpg,image_0372.jpeg,1200,1600,1,1,3079380,331209,raw
image_0373.jpg,image_0373.jpeg,1200,1600,1,1,3477328,345995,raw
image_0374.jpg,image_0374.jpeg,1200,1600,1,1,3483242,349154,raw
image_0375.jpg,image_0375.jpeg,1200,1600,1,1,3234343,292157,raw
image_0376.jpg,image_0376.jpeg,1200,1600,1,1,3248006,281863,raw
image_0377.jpg,image_0377.jpeg,1200,1600,1,1,2938253,218160,raw
image_0378.jpg,image_0378.jpeg,1200,1600,1,1,3134422,231831,raw
image_0379.jpg,image_0379.jpeg,1200,1600,1,1,2805011,227152,raw
image_0380.jpg,image_0380.jpeg,1200,1600,1,1,2894309,244180,raw
image_0381.jpg,image_0381.jpeg,1200,1600,1,1,3253040,299384,raw
image_0382.jpg,image_0382.jpeg,1200,1600,1,1,3295974,306320,raw
image_0383.jpg,image_0383.jpeg,1200,1600,1,1,3497971,325890,raw
image_0384.jpg,image_0384.jpeg,1200,1600,1,1,3904362,335994,raw
image_0385.jpg,image_0385.jpeg,1200,1600,0,0,2857053,292226,raw
image_0386.jpg,image_0386.jpeg,1200,1600,0,0,3209586,312897,raw
image_0387.jpg,image_0387.jpeg,1200,1600,1,1,3600561,281167,raw
image_0388.jpg,image_0388.jpeg,1200,1600,1,1,3358933,270363,raw
image_0389.jpg,image_0389.jpeg,1200,1600,1,1,3446416,397120,raw
image_0390.jpg,image_0390.jpeg,1200,1600,1,1,3717514,422391,raw
image_0391.jpg,image_0391.jpeg,1200,1600,1,1,3212172,361402,raw
image_0392.jpg,image_0392.jpeg,1200,1600,1,1,3436691,393052,raw
image_0393.jpg,image_0393.jpeg,1200,1600,1,1,3181717,283269,raw
image_0394.jpg,image_0394.jpeg,1200,1600,1,1,2874150,285598,raw
image_0395.jpg,image_0395.jpeg,1200,1600,1,1,2945316,303859,raw
image_0396.jpg,image_0396.jpeg,1200,1600,1,1,2921584,289597,raw
image_0397.jpg,image_0397.jpeg,1200,1600,1,1,2899497,279027,raw
image_0398.jpg,image_0398.jpeg,1200,1600,1,1,3227085,281234,raw
image_0399.jpg,image_0399.jpeg,1200,1600,1,1,2895165,290270,raw
image_0400.jpg,image_0400.jpeg,1200,1600,1,1,2860399,284247,raw
image_0401.jpg,image_0401.jpeg,1200,1600,1,1,3201562,240991,raw
image_0402.jpg,image_0402.jpeg,1200,1600,1,1,3002207,236773,raw
image_0403.jpg,image_0403.jpeg,1200,1600,1,1,3335598,301726,raw
image_0404.jpg,image_0404.jpeg,1200,1600,1,1,3368362,305433,raw
image_0405.jpg,image_0405.jpeg,1200,1600,1,1,3232424,350825,raw
image_0406.jpg,image_0406.jpeg,1200,1600,1,1,3263931,357400,raw
image_0407.jpg,image_0407.jpeg,1200,1600,1,1,3046190,297154,raw
image_0408.jpg,image_0408.jpeg,1200,1600,1,1,3143883,310728,raw
image_0409.jpg,image_0409.jpeg,1200,1600,1,1,3483286,268133,raw
image_0410.jpg,image_0410.jpeg,1200,1600,1,1,3527952,270592,raw
image_0411.jpg,image_0411.jpeg,1200,1600,1,1,3102817,251012,raw
image_0412.jpg,image_0412.jpeg,1200,1600,1,1,3075254,253197,raw
image_0413.jpg,image_0413.jpeg,1200,1600,1,1,3196810,290185,raw
image_0414.jpg,image_0414.jpeg,1200,1600,1,1,3078749,271237,raw
image_0415.jpg,image_0415.jpeg,1200,1600,1,1,3713602,342465,raw
image_0416.jpg,image_0416.jpeg,1200,1600,1,1,3905412,344542,raw
image_0417.jpg,image_0417.jpeg,1200,1600,1,1,3520373,319314,raw
image_0418.jpg,image_0418.jpeg,1200,1600,1,1,3611579,323678,raw
image_0419.jpg,image_0419.jpeg,1200,1600,1,1,3605946,381836,raw
image_0420.jpg,image_0420.jpeg,1200,1600,1,1,3303504,373713,raw
image_0421.jpg,image_0421.jpeg,1200,1600,1,1,3107665,355774,raw
image_0422.jpg,image_0422.jpeg,1200,1600,1,1,3510630,354354,raw
image_0423.jpg,image_0423.jpeg,1200,1600,1,1,2857660,172479,raw
image_0424.jpg,image_0424.jpeg,1200,1600,1,1,2733475,179265,raw
image_0425.jpg,image_0425.jpeg,1200,1600,1,1,3412563,210538,raw
image_0426.jpg,image_0426.jpeg,1200,1600,1,1,3326235,206129,raw
image_0427.jpg,image_0427.jpeg,1200,1600,1,1,3240142,199478,raw
image_0428.jpg,image_0428.jpeg,1200,1600,1,1,3316951,207608,raw
image_0429.jpg,image_0429.jpeg,1200,1600,1,1,2378546,162049,raw
image_0430.jpg,image_0430.jpeg,1200,1600,1,1,2362492,162385,raw
image_0431.jpg,image_0431.jpeg,1200,1600,1,1,3327191,263886,raw
image_0432.jpg,image_0432.jpeg,1200,1600,1,1,3431733,277288,raw
image_0433.jpg,image_0433.jpeg,1200,1600,1,1,3168688,357510,raw
image_0434.jpg,image_0434.jpeg,1200,1600,1,1,3551521,384783,raw
image_0435.jpg,image_0435.jpeg,1200,1600,1,1,3449504,261131,raw
image_0436.jpg,image_0436.jpeg,1200,1600,1,1,3500518,254535,raw
image_0437.jpg,image_0437.jpeg,1200,1600,1,1,3191796,232374,raw
image_0438.jpg,image_0438.jpeg,1200,1600,1,1,3227704,238861,raw
image_0439.jpg,image_0439.jpeg,1200,1600,1,1,3457045,357260,raw
image_0440.jpg,image_0440.jpeg,1200,1600,1,1,3461970,341160,raw
image_0441.jpg,image_0441.jpeg,1200,1600,1,1,3170274,260729,raw
image_0442.jpg,image_0442.jpeg,1200,1600,1,1,3745527,281612,raw
image_0443.jpg,image_0443.jpeg,1200,1600,1,1,3190719,246919,raw
image_0444.jpg,image_0444.jpeg,1200,1600,1,1,3380499,278238,raw
image_0445.jpg,image_0445.jpeg,1200,1600,1,1,3018650,244476,raw
image_0446.jpg,image_0446.jpeg,1200,1600,1,1,3084709,262616,raw
image_0447.jpg,image_0447.jpeg,1200,1600,1,1,3369025,330268,raw
image_0448.jpg,image_0448.jpeg,1200,1600,1,1,3378472,321874,raw
image_0449.jpg,image_0449.jpeg,1200,1600,1,1,3456939,323887,raw
image_0450.jpg,image_0450.jpeg,1200,1600,1,1,3313349,306352,raw
image_0451.jpg,image_0451.jpeg,1200,1600,1,1,3008553,297605,raw
image_0452.jpg,image_0452.jpeg,1200,1600,1,1,3005953,270978,raw
image_0453.jpg,image_0453.jpeg,1200,1600,1,1,3249036,312706,raw
image_0454.jpg,image_0454.jpeg,1200,1600,1,1,3079308,289039,raw
image_0455.jpg,image_0455.jpeg,1200,1600,1,1,3448510,316555,raw
image_0456.jpg,image_0456.jpeg,1200,1600,1,1,3327871,282113,raw
image_0457.jpg,image_0457.jpeg,1200,1600,1,1,2964328,302412,raw
image_0458.jpg,image_0458.jpeg,1200,1600,1,1,3379627,310261,raw
image_0459.jpg,image_0459.jpeg,1200,1600,1,1,3554030,351551,raw
image_0460.jpg,image_0460.jpeg,1200,1600,1,1,3503388,352289,raw
image_0461.jpg,image_0461.jpeg,1200,1600,1,1,3253930,365257,raw
image_0462.jpg,image_0462.jpeg,1200,1600,1,1,3401544,342670,raw
image_0463.jpg,image_0463.jpeg,1200,1600,1,1,3198587,354941,raw
image_0464.jpg,image_0464.jpeg,1200,1600,1,1,3506723,346405,raw
image_0465.jpg,image_0465.jpeg,1200,1600,1,1,3073474,315121,raw
image_0466.jpg,image_0466.jpeg,1200,1600,1,1,3492811,316520,raw
image_0467.jpg,image_0467.jpeg,1200,1600,1,1,3536856,367182,raw
image_0468.jpg,image_0468.jpeg,1200,1600,1,1,3706287,360445,raw
image_0469.jpg,image_0469.jpeg,1200,1600,1,1,3170271,342217,raw
image_0470.jpg,image_0470.jpeg,1200,1600,1,1,3514923,322932,raw
image_0471.jpg,image_0471.jpeg,1200,1600,1,1,3451322,362592,raw
image_0472.jpg,image_0472.jpeg,1200,1600,1,1,3570822,334991,raw
image_0473.jpg,image_0473.jpeg,1200,1600,1,1,2952411,207217,raw
image_0474.jpg,image_0474.jpeg,1200,1600,1,1,3111143,232482,raw
image_0475.jpg,image_0475.jpeg,1200,1600,1,1,3014114,255726,raw
image_0476.jpg,image_0476.jpeg,1200,1600,1,1,3298924,278751,raw
image_0477.jpg,image_0477.jpeg,1200,1600,1,1,3557281,283502,raw
image_0478.jpg,image_0478.jpeg,1200,1600,1,1,3268895,272895,raw
image_0479.jpg,image_0479.jpeg,1200,1600,1,1,3093995,249610,raw
image_0480.jpg,image_0480.jpeg,1200,1600,1,1,3290452,258550,raw
image_0481.jpg,image_0481.jpeg,1200,1600,1,1,2713431,201044,raw
image_0482.jpg,image_0482.jpeg,1200,1600,1,1,2969785,242399,raw
image_0483.jpg,image_0483.jpeg,1200,1600,1,1,3505483,316287,raw
image_0484.jpg,image_0484.jpeg,1200,1600,1,1,3126123,307833,raw
image_0485.jpg,image_0485.jpeg,1200,1600,1,1,2990737,241775,raw
image_0486.jpg,image_0486.jpeg,1200,1600,1,1,3007495,242885,raw
image_0487.jpg,image_0487.jpeg,1200,1600,1,1,2989245,240122,raw
image_0488.jpg,image_0488.jpeg,1200,1600,1,1,2861887,247704,raw
image_0489.jpg,image_0489.jpeg,1200,1600,1,1,2887547,249474,raw
image_0490.jpg,image_0490.jpeg,1200,1600,1,1,2946452,255315,raw
image_0491.jpg,image_0491.jpeg,1200,1600,1,1,2744766,233983,raw
image_0492.jpg,image_0492.jpeg,1200,1600,1,1,2837715,235147,raw
image_0493.jpg,image_0493.jpeg,1200,1600,1,1,2907824,238573,raw
image_0494.jpg,image_0494.jpeg,1200,1600,1,1,2923776,233717,raw
image_0495.jpg,image_0495.jpeg,1200,1600,1,1,2891970,236481,raw
image_0496.jpg,image_0496.jpeg,1200,1600,1,1,2888155,241557,raw
image_0497.jpg,image_0497.jpeg,1200,1600,1,1,2695426,225225,raw
image_0498.jpg,image_0498.jpeg,1200,1600,1,1,2824220,241587,raw
image_0499.jpg,image_0499.jpeg,1200,1600,1,1,2949545,219781,raw
image_0500.jpg,image_0500.jpeg,1200,1600,1,1,2886909,221913,raw
